periode,timeframe,session,n_barer,n_barer_ATR_nul,ATR_pct_p10,ATR_pct_p50,ATR_pct_p90,R_usd_p10,R_usd_p50,R_usd_p90,risiko_pct_af_MLL_brutto_p50,risiko_pct_af_MLL_brutto_p90,risiko_pct_af_MLL_netto_p50,risiko_pct_af_MLL_netto_p90,omk_R_netto_p50,omk_R_netto_p90,be_WR_pct_brutto,be_WR_pct_netto_p50,be_WR_pct_netto_p90
2010,3m,RTH,3957,0,0.061544325566955584,0.10457877535822284,0.16640405812326178,35.86557116739903,60.94432712775794,96.97362891191204,3.0472163563878967,4.848681445595602,3.1707163563878966,4.972181445595602,0.04052879269340566,0.06886832977418521,33.33333333333333,34.68429308978019,35.628944325806174
2010,5m,RTH,2369,0,0.08436631596094599,0.13883893833564342,0.20937801515655624,49.16531428940088,80.90977970447956,122.01713211263471,4.045488985223978,6.100856605631736,4.168988985223978,6.224356605631736,0.030527829998074373,0.05023867448623108,33.33333333333333,34.35092766660248,35.007955816207705
2010,15m,RTH,781,0,0.16652834747784973,0.2404210353345575,0.3726683097169189,97.0460597761917,140.10776255156674,217.17618417063167,7.005388127578336,10.858809208531584,7.128888127578337,10.982309208531584,0.017629287307267615,0.025451831900195964,33.33333333333333,33.92097624357559,34.181727730006536
2010,1m,døgn,49787,0,0.01434301604648924,0.02688663067993009,0.0714647395566188,8.35853603125207,15.66845289503606,41.64679162401517,0.7834226447518029,2.082339581200759,0.9069226447518031,2.2058395812007587,0.15764160102766264,0.2955062933026661,33.33333333333333,38.588053367588756,43.18354311008888
2010,3m,døgn,19595,0,0.026163963695090362,0.05043986227342005,0.12219619089745908,15.24731148295086,29.394334138458273,71.21105220740326,1.4697167069229138,3.560552610370163,1.5932167069229137,3.6840526103701623,0.0840297993608353,0.16199577445806937,33.33333333333333,36.13432664536118,38.733192481935646
2010,5m,døgn,12125,0,0.038250777597986396,0.07249156293129812,0.15829642023747437,22.291023153002552,42.24518321384329,92.24882185759056,2.1122591606921644,4.612441092879528,2.2357591606921643,4.735941092879528,0.05846820423282264,0.11080693711047361,33.33333333333333,35.28227347442742,37.02689790368245
2010,15m,døgn,4181,0,0.09149981749034873,0.15683663278827903,0.2758732799418649,53.32243364067563,91.39811612369748,160.76791261892117,4.569905806184874,8.03839563094606,4.693405806184874,8.16189563094606,0.027024627035606753,0.04632196678502358,33.33333333333333,34.234154234520226,34.87739889283412
2011,1m,RTH,26340,0,0.033133895328913976,0.05757042406233098,0.1112148902175078,19.309108841877908,33.549740326564006,64.81158942315486,1.6774870163282,3.2405794711577425,1.8009870163282002,3.3640794711577424,0.07362203155583913,0.12791890192260763,33.33333333333333,35.78740105186131,37.59729673075359
2011,3m,RTH,8780,0,0.06285290921899732,0.10358068953453103,0.19141808310475805,36.628161376462884,60.3626826331433,111.55080211012881,3.018134131657165,5.57754010550644,3.141634131657165,5.70104010550644,0.04091932132342063,0.06743445232360824,33.33333333333333,34.69731071078069,35.581148410786945
2011,5m,RTH,5268,0,0.08476633629079122,0.1361102478235767,0.24709794665311297,49.398430136821496,79.31960802166756,143.99879939156813,3.965980401083378,7.199939969578406,4.089480401083378,7.323439969578406,0.031139841239140546,0.05000159886634772,33.33333333333333,34.371328041304686,35.00005329554492
2011,15m,RTH,1756,0,0.16631408199617548,0.23788155356160468,0.4299902416218086,96.92119442409123,138.62785415356075,250.58111320752516,6.931392707678038,12.529055660376258,7.054892707678038,12.652555660376258,0.017817489494343752,0.02548462317077567,33.33333333333333,33.92724964981146,34.18282077235919
